,CaptureEventID,Date,Time (24 hour),Month (1=Jan.),Year,Species,Number Of Animals,Standing,Resting,Moving,Eating,Interacting,Babies,Camera Site,Longitude (m),Latitude (m),Habitat,Amount of Shade,Distance to River (m),Distance to Confluence (m),Distance to Kopje (m),Tree Density Measure,Lion Risk (Wet),Lion Risk (Dry),Greeness (Wet),Greeness (Dry),Camera Mount
149,ASG0002kq2,8/19/10,7:15:26 AM,8,2010,impala,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
150,ASG0002kq4,8/19/10,8:38:36 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
151,ASG0002kq5,8/19/10,8:52:14 AM,8,2010,gazelleThomsons,1,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
152,ASG0002kq7,8/21/10,1:11:36 AM,8,2010,hyenaSpotted,1,1,0,0,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
153,ASG0002kq8,8/21/10,10:58:34 PM,8,2010,hyenaSpotted,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
154,ASG0002kq9,8/22/10,7:02:16 AM,8,2010,gazelleGrants,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
155,ASG0002kqq,8/24/10,2:25:56 PM,8,2010,zebra,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
156,ASG0002kqt,8/24/10,7:03:32 PM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
157,ASG0002kqu,8/24/10,9:45:02 PM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
158,ASG0002kqv,8/25/10,7:26:48 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
159,ASG0002kqw,8/25/10,7:28:50 AM,8,2010,zebra,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
160,ASG0002kqz,8/25/10,7:42:10 AM,8,2010,gazelleGrants,3,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
161,ASG0002kr1,8/25/10,8:05:48 AM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
162,ASG0002kr2,8/25/10,1:41:26 PM,8,2010,impala,6,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
163,ASG0002kr5,8/25/10,2:00:54 PM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
164,ASG0002kr6,8/26/10,5:14:16 PM,8,2010,impala,2,0,0,1,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
165,ASG0002kr7,8/26/10,5:18:08 PM,8,2010,zebra,1,0,0,0,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
166,ASG0002kra,8/27/10,8:59:12 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
167,ASG0002krc,8/27/10,10:48:58 PM,8,2010,hyenaSpotted,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
168,ASG0002krd,8/28/10,8:57:40 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
169,ASG0002kre,8/29/10,3:22:38 AM,8,2010,porcupine,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
170,ASG0002krf,8/29/10,7:29:28 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
171,ASG0002krg,8/29/10,9:18:16 AM,8,2010,guineaFowl,5,0,0,1,1,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
172,ASG0002krh,8/29/10,10:41:30 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
173,ASG0002krl,8/30/10,8:24:46 AM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
174,ASG0002krq,8/30/10,5:09:10 PM,8,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
175,ASG0002krt,8/31/10,7:28:12 AM,8,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
176,ASG0002kry,8/31/10,5:13:02 PM,8,2010,impala,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
177,ASG0002ks0,9/1/10,12:51:32 AM,9,2010,porcupine,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
178,ASG0002ks1,9/1/10,5:41:48 PM,9,2010,warthog,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
179,ASG0002ks2,9/1/10,7:02:36 PM,9,2010,reedbuck,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
180,ASG0002ks3,9/2/10,1:30:38 AM,9,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
181,ASG0002ks5,9/2/10,7:48:50 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
182,ASG0002ksb,9/2/10,5:30:36 PM,9,2010,dikDik,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
183,ASG0002ksc,9/2/10,6:55:56 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
184,ASG0002ksd,9/3/10,3:03:52 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
185,ASG0002ksg,9/3/10,6:04:48 PM,9,2010,zebra,2,0,0,1,0,0,0,B06,694963,9724748,Dense Woodland,1.5,2935.747739,1104.754274,4573.639611,6.342857143,0.000579536,0.001216255,5703.222222,4065.888889,Tree
186,ASG0002l9y,9/8/10,1:37:00 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
187,ASG0002la1,9/8/10,5:56:02 PM,9,2010,gazelleThomsons,1,1,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
188,ASG0002la2,9/9/10,11:15:28 AM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
189,ASG0002la3,9/9/10,2:19:44 PM,9,2010,gazelleGrants,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
190,ASG0002la4,9/9/10,2:40:14 PM,9,2010,gazelleThomsons,1,1,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
191,ASG0002la5,9/10/10,11:55:32 AM,9,2010,zebra,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
192,ASG0002la8,9/10/10,12:09:38 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
193,ASG0002la9,9/10/10,2:07:52 PM,9,2010,gazelleThomsons,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
194,ASG0002laa,9/10/10,3:27:20 PM,9,2010,gazelleThomsons,1,0,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
195,ASG0002lac,9/11/10,12:49:48 AM,9,2010,hyenaSpotted,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
196,ASG0002lad,9/12/10,2:31:38 PM,9,2010,giraffe,1,0,0,0,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
197,ASG0002lae,9/13/10,11:23:44 AM,9,2010,gazelleThomsons,2,0,0,0,1,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
198,ASG0002lah,9/14/10,12:23:28 PM,9,2010,zebra,1,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
199,ASG0002lai,9/14/10,2:08:44 PM,9,2010,gazelleGrants,2,0,0,1,0,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
200,ASG0002laj,9/14/10,2:32:12 PM,9,2010,gazelleThomsons,1,0,0,0,1,0,0,B07,695026,9722578,Grassland w/Trees,2,1259.639695,1285.152173,4466.605015,6.176470588,0.000651795,0.001029718,5893.944444,3862.888889,Tree
